red	green	blue
114	91	73	255
78	63	51	255
106	67	40	255
109	76	54	255
46	33	20	255
92	63	42	255
120	84	61	255
107	81	63	255
61	45	35	255
89	66	54	255
114	77	51	255
101	84	64	255
75	59	49	255
129	92	65	255
113	90	74	255
128	91	65	255
105	75	54	255
91	61	40	255
98	71	51	255
59	39	26	255
128	94	72	255
112	88	72	255
45	38	35	255
101	80	73	255
110	76	51	255
85	57	43	255
73	62	62	255
123	94	67	255
100	78	56	255
80	65	49	255
54	40	34	255
107	72	50	255
84	56	39	255
76	54	43	255
50	38	21	255
54	43	42	255
109	80	55	255
30	20	10	255
132	96	66	255
50	34	30	255
68	48	30	255
108	82	62	255
87	74	61	255
115	95	80	255
102	75	52	255
76	59	46	255
103	74	58	255
108	85	70	255
123	86	61	255
55	35	28	255
62	46	30	255
90	67	49	255
101	67	45	255
126	95	72	255
59	42	28	255
110	75	49	255
125	94	72	255
102	81	68	255
28	24	21	255
104	84	71	255
56	45	40	255
58	40	26	255
65	50	37	255
96	71	51	255
85	63	52	255
87	66	55	255
112	94	82	255
115	87	74	255
122	89	68	255
124	92	71	255
70	45	32	255
108	76	57	255
123	94	78	255
109	90	80	255
122	92	76	255
49	39	26	255
83	65	56	255
35	26	25	255
66	44	33	255
58	48	43	255
116	96	75	255
103	73	56	255
64	44	38	255
77	63	48	255
102	75	63	255
127	96	71	255
117	90	77	255
34	17	10	255
80	55	34	255
92	65	42	255
120	86	61	255
130	96	67	255
107	86	70	255
98	74	63	255
89	68	54	255
129	94	65	255
91	63	40	255
98	76	58	255
113	95	81	255
51	33	26	255
128	96	72	255
87	62	45	255
112	90	72	255
85	67	54	255
110	95	81	255
106	77	56	255
77	54	35	255
110	81	59	255
88	62	46	255
40	28	20	255
35	22	15	255
86	67	55	255
68	49	39	255
77	55	48	255
124	98	80	255
114	88	74	255
77	57	43	255
107	77	57	255
66	43	30	255
122	95	78	255
91	71	57	255
37	24	18	255
101	80	58	255
99	70	54	255
90	73	64	255
113	87	75	255
105	88	78	255
64	43	35	255
114	92	70	255
78	64	48	255
116	95	73	255
131	96	64	255
72	58	50	255
115	97	80	255
61	43	25	255
89	64	44	255
61	46	32	255
65	48	40	255
86	58	42	255
117	95	74	255
44	26	22	255
88	63	40	255
101	72	52	255
67	48	40	255
115	86	66	255
94	78	65	255
58	42	26	255
86	63	45	255
124	94	70	255
114	84	64	255
68	45	29	255
75	50	45	255
49	37	30	255
87	68	55	255
125	99	80	255
82	62	50	255
109	76	50	255
58	45	34	255
96	76	59	255
124	97	78	255
121	90	68	255
84	65	48	255
107	76	55	255
32	15	11	255
118	81	55	255
72	54	40	255
46	29	25	255
132	98	76	255
35	28	25	255
73	59	50	255
120	95	83	255
119	98	85	255
65	44	30	255
103	75	55	255
72	57	48	255
66	49	40	255
94	70	59	255
96	65	45	255
103	78	63	255
108	87	80	255
95	67	52	255
92	64	50	255
133	98	77	255
33	25	24	255
102	80	70	255
63	45	38	255
114	98	80	255
86	57	40	255
106	91	77	255
116	94	84	255
34	22	17	255
59	43	25	255
100	74	61	255
56	43	30	255
99	76	68	255
113	97	81	255
87	64	45	255
51	38	33	255
87	67	52	255
50	34	26	255
111	97	86	255
70	46	29	255
95	74	56	255
123	95	75	255
122	98	77	255
68	51	38	255
77	56	35	255
82	65	52	255
90	76	63	255
64	40	32	255
45	34	21	255
91	73	56	255
98	67	44	255
93	82	73	255
126	90	63	255
92	78	66	255
120	99	85	255
66	45	30	255
102	73	52	255
104	76	55	255
120	82	55	255
66	48	37	255
119	97	83	255
113	89	75	255
105	73	48	255
118	99	90	255
85	63	48	255
114	97	77	255
101	78	67	255
85	55	37	255
63	49	40	255
122	89	64	255
133	97	75	255
61	48	32	255
103	81	65	255
77	48	29	255
33	28	26	255
117	98	86	255
45	26	15	255
81	54	37	255
83	57	40	255
109	91	83	255
32	26	24	255
91	65	50	255
129	96	75	255
110	96	78	255
43	26	20	255
81	57	45	255
104	91	77	255
50	37	22	255
101	74	52	255
116	89	66	255
80	59	52	255
87	70	54	255
115	91	73	255
137	99	68	255
76	57	39	255
124	99	77	255
92	74	56	255
40	30	30	255
135	99	73	255
109	81	57	255
71	51	45	255
32	17	11	255
37	26	28	255
72	56	40	255
118	86	62	255
121	95	76	255
66	51	39	255
94	72	58	255
103	77	55	255
55	38	24	255
29	20	8	255
131	98	74	255
85	62	46	255
103	80	62	255
117	94	76	255
109	70	43	255
96	67	45	255
86	59	39	255
114	97	88	255
108	72	50	255
108	89	80	255
115	85	68	255
97	83	64	255
97	76	65	255
117	97	84	255
117	80	54	255
72	46	39	255
51	37	25	255
46	30	17	255
100	76	61	255
75	48	34	255
45	32	24	255
112	97	78	255
80	63	54	255
98	81	70	255
67	57	49	255
72	48	34	255
96	75	61	255
72	50	35	255
59	49	46	255
112	81	62	255
115	91	84	255
76	57	50	255
50	39	34	255
96	61	39	255
70	49	42	255
77	61	42	255
117	88	71	255
107	78	65	255
35	29	22	255
37	32	25	255
101	81	66	255
106	87	71	255
113	91	74	255
125	89	63	255
55	42	26	255
66	50	37	255
119	99	83	255
102	86	71	255
58	42	22	255
105	78	55	255
133	99	74	255
115	81	58	255
86	56	42	255
105	95	85	255
34	28	18	255
83	59	39	255
116	86	63	255
85	68	56	255
99	82	70	255
104	70	48	255
129	98	75	255
81	59	44	255
98	80	68	255
111	83	66	255
84	59	40	255
94	62	43	255
112	80	59	255
119	90	70	255
116	91	66	255
59	48	44	255
120	97	74	255
95	67	48	255
77	58	45	255
70	48	40	255
40	32	30	255
78	63	55	255
115	96	81	255
106	84	74	255
34	22	13	255
39	30	28	255
62	43	32	255
52	33	26	255
113	90	72	255
98	71	55	255
95	72	51	255
59	39	30	255
92	66	54	255
74	57	51	255
112	88	76	255
63	50	37	255
82	56	48	255
85	64	46	255
103	82	62	255
105	78	66	255
130	99	74	255
57	44	40	255
99	81	67	255
63	46	46	255
89	71	61	255
114	99	88	255
114	82	58	255
116	85	61	255
86	61	39	255
43	32	21	255
81	63	46	255
92	71	57	255
117	99	84	255
77	52	40	255
114	85	66	255
46	32	17	255
84	63	42	255
113	81	59	255
111	86	68	255
123	84	57	255
110	84	66	255
84	59	51	255
71	49	34	255
96	77	61	255
109	80	59	255
73	58	51	255
78	62	52	255
111	89	76	255
57	35	21	255
95	66	46	255
118	84	51	255
131	94	68	255
89	62	48	255
71	52	42	255
114	90	75	255
109	83	67	255
124	84	58	255
70	54	49	255
103	76	57	255
82	52	38	255
107	80	65	255
92	62	44	255
65	46	45	255
107	83	72	255
118	88	72	255
111	77	49	255
121	87	55	255
51	34	26	255
90	62	49	255
115	83	57	255
94	73	56	255
125	94	70	255
57	43	37	255
72	44	28	255
110	92	83	255
76	55	35	255
104	84	75	255
40	22	14	255
73	49	38	255
68	43	33	255
35	18	13	255
88	64	52	255
90	72	56	255
100	82	62	255
103	82	73	255
87	66	59	255
71	43	29	255
124	92	75	255
111	82	58	255
55	43	43	255
52	43	32	255
98	82	67	255
62	54	45	255
75	57	43	255
80	64	51	255
100	85	70	255
118	95	76	255
110	80	56	255
84	62	40	255
94	64	42	255
45	33	22	255
71	46	37	255
132	95	68	255
81	64	52	255
108	81	64	255
76	49	29	255
65	42	35	255
52	32	18	255
90	63	43	255
65	45	42	255
77	63	52	255
54	38	28	255
107	70	44	255
107	87	74	255
120	85	52	255
106	89	81	255
62	45	32	255
52	35	26	255
90	66	51	255
89	68	58	255
71	58	52	255
109	89	77	255
104	83	72	255
91	63	44	255
73	45	28	255
72	48	30	255
98	76	62	255
126	97	81	255
95	77	58	255
58	44	32	255
91	66	52	255
129	97	77	255
117	86	66	255
105	83	73	255
99	83	67	255
100	65	43	255
77	55	46	255
43	34	21	255
94	68	44	255
127	90	64	255
61	39	33	255
74	58	43	255
112	89	68	255
68	52	51	255
98	68	56	255
123	89	64	255
84	61	51	255
109	82	59	255
133	99	70	255
85	58	39	255
95	68	45	255
50	43	33	255
25	15	6	255
78	64	52	255
116	95	77	255
106	85	71	255
61	43	29	255
110	89	74	255
115	98	91	255
71	54	42	255
89	64	48	255
106	71	49	255
91	67	46	255
43	28	15	255
82	57	45	255
89	67	56	255
117	95	78	255
120	88	70	255
91	62	42	255
105	84	67	255
102	70	49	255
58	43	30	255
85	66	56	255
103	84	72	255
123	97	81	255
105	87	75	255
105	70	45	255
102	73	57	255
68	45	33	255
115	88	65	255
88	66	52	255
78	56	46	255
116	87	71	255
57	48	45	255
80	66	50	255
82	62	54	255
99	66	48	255
61	38	30	255
96	76	63	255
124	97	82	255
75	59	43	255
118	97	76	255
84	65	52	255
113	90	68	255
73	59	48	255
111	90	73	255
46	37	35	255
81	51	35	255
82	58	39	255
95	68	56	255
64	50	49	255
108	86	71	255
114	99	84	255
44	29	15	255
103	78	67	255
90	68	50	255
54	40	28	255
97	78	61	255
107	72	44	255
107	89	74	255
112	76	45	255
33	25	28	255
76	54	37	255
106	91	81	255
101	68	46	255
83	58	40	255
121	89	65	255
75	50	30	255
43	28	26	255
90	71	58	255
118	92	77	255
104	85	72	255
73	50	35	255
126	99	81	255
121	92	73	255
71	49	30	255
103	83	70	255
87	64	49	255
58	46	32	255
87	67	56	255
66	40	25	255
33	21	13	255
48	39	34	255
122	98	81	255
86	70	59	255
115	88	76	255
114	91	78	255
70	54	45	255
62	39	25	255
100	70	50	255
117	91	74	255
97	73	62	255
83	66	57	255
70	56	40	255
136	98	73	255
90	62	45	255
100	73	58	255
66	45	34	255
102	81	62	255
112	91	68	255
125	94	66	255
124	89	57	255
94	73	52	255
83	52	35	255
108	73	43	255
90	64	40	255
84	66	58	255
65	51	44	255
112	94	76	255
109	87	66	255
81	58	49	255
106	90	78	255
48	30	21	255
123	94	72	255
48	33	28	255
109	90	74	255
77	48	33	255
100	78	67	255
120	90	70	255
32	26	28	255
87	71	58	255
102	72	49	255
112	99	85	255
88	68	51	255
70	50	35	255
116	89	70	255
105	89	75	255
102	75	57	255
40	29	21	255
68	50	40	255
106	81	65	255
88	71	59	255
116	92	78	255
99	71	55	255
98	74	57	255
113	88	76	255
129	95	72	255
59	42	33	255
46	39	35	255
48	29	18	255
81	56	42	255
109	86	64	255
95	73	63	255
110	91	84	255
89	73	57	255
109	87	77	255
78	52	40	255
77	55	42	255
108	96	83	255
90	70	50	255
120	94	72	255
107	94	81	255
117	97	88	255
109	90	85	255
122	95	72	255
121	91	65	255
90	73	58	255
118	94	77	255
105	88	72	255
101	73	54	255
88	67	49	255
116	88	68	255
134	97	71	255
74	54	48	255
86	72	58	255
68	54	42	255
88	68	62	255
115	98	87	255
61	44	32	255
71	54	38	255
86	75	66	255
100	72	50	255
113	92	78	255
82	54	34	255
97	75	62	255
107	85	68	255
83	68	57	255
119	83	57	255
37	32	29	255
80	54	39	255
111	92	83	255
67	48	34	255
118	85	64	255
29	25	21	255
119	99	87	255
127	98	84	255
108	92	73	255
77	51	32	255
108	95	80	255
40	25	17	255
96	74	58	255
124	95	77	255
65	56	51	255
106	92	78	255
54	42	38	255
107	74	54	255
118	90	67	255
37	21	15	255
96	77	66	255
75	52	40	255
62	49	42	255
44	34	33	255
72	54	34	255
97	66	49	255
74	50	38	255
107	77	62	255
132	98	70	255
73	52	45	255
46	30	32	255
121	94	83	255
115	94	77	255
55	34	24	255
86	71	56	255
70	55	42	255
115	80	55	255
97	71	52	255
55	37	32	255
52	37	21	255
54	33	25	255
83	67	54	255
116	94	78	255
100	71	48	255
58	37	28	255
65	49	33	255
66	54	43	255
94	75	62	255
81	55	34	255
56	44	37	255
96	70	48	255
49	33	20	255
103	83	66	255
59	44	33	255
95	72	55	255
125	96	77	255
64	54	48	255
76	52	37	255
112	96	86	255
86	62	43	255
108	75	54	255
67	54	44	255
62	48	39	255
95	75	63	255
108	78	61	255
123	96	82	255
117	83	58	255
116	85	65	255
91	74	63	255
126	88	63	255
114	85	70	255
102	74	59	255
81	66	58	255
55	33	22	255
46	35	29	255
84	66	54	255
74	56	48	255
56	38	32	255
99	77	56	255
114	95	77	255
63	42	35	255
30	28	24	255
116	98	80	255
68	56	42	255
63	49	34	255
57	35	25	255
95	66	50	255
105	77	63	255
64	48	43	255
130	98	71	255
38	32	21	255
71	52	46	255
97	77	61	255
99	80	64	255
114	98	85	255
119	85	56	255
113	94	78	255
61	49	39	255
128	98	76	255
84	71	57	255
111	94	83	255
67	50	34	255
113	97	86	255
113	80	56	255
66	37	24	255
76	55	39	255
84	58	48	255
89	58	37	255
40	30	24	255
98	83	71	255
109	74	52	255
92	75	63	255
61	40	26	255
89	61	45	255
114	89	72	255
75	54	40	255
37	26	22	255
90	58	38	255
74	52	38	255
84	62	44	255
68	55	39	255
110	88	72	255
40	35	33	255
110	83	68	255
115	99	84	255
124	88	64	255
55	39	32	255
97	76	59	255
124	91	71	255
122	87	56	255
54	35	25	255
54	38	32	255
107	87	78	255
100	76	55	255
117	98	91	255
91	64	48	255
34	25	24	255
80	63	48	255
62	46	43	255
100	77	68	255
125	98	76	255
84	54	38	255
28	28	25	255
109	75	46	255
96	75	55	255
78	57	39	255
52	38	38	255
72	43	30	255
95	77	62	255
135	99	74	255
102	87	73	255
115	90	71	255
123	98	81	255
112	98	86	255
107	75	51	255
117	85	57	255
76	57	44	255
42	28	17	255
39	24	18	255
108	80	61	255
100	81	64	255
117	88	65	255
98	72	51	255
57	38	24	255
87	58	38	255
38	30	25	255
96	83	72	255
55	38	29	255
49	30	21	255
58	38	25	255
88	58	39	255
108	88	78	255
113	96	77	255
110	89	78	255
123	92	76	255
94	76	59	255
52	34	28	255
83	55	42	255
112	77	46	255
119	90	64	255
108	76	51	255
64	39	28	255
58	43	34	255
91	70	58	255
119	91	77	255
49	38	38	255
123	88	61	255
30	21	11	255
40	32	24	255
73	57	44	255
78	56	50	255
106	84	68	255
78	63	49	255
39	29	15	255
38	26	15	255
127	94	70	255
91	75	61	255
89	63	45	255
112	85	62	255
134	98	73	255
45	39	33	255
101	84	62	255
104	78	59	255
98	71	49	255
68	48	45	255
126	92	68	255
125	88	61	255
74	57	45	255
84	67	51	255
112	88	70	255
111	90	77	255
57	44	34	255
88	57	37	255
77	49	26	255
99	65	44	255
68	44	30	255
83	59	44	255
67	50	49	255
54	40	32	255
77	52	34	255
82	61	51	255
107	89	78	255
120	92	76	255
84	56	37	255
35	20	14	255
81	59	49	255
118	89	74	255
80	61	56	255
118	92	81	255
84	59	45	255
99	86	70	255
78	62	46	255
115	92	71	255
89	62	42	255
103	74	56	255
62	40	29	255
75	55	37	255
84	68	45	255
92	62	38	255
114	91	82	255
55	35	26	255
72	58	44	255
75	58	45	255
118	88	66	255
117	91	78	255
61	45	44	255
35	32	29	255
101	84	73	255
57	40	24	255
126	95	70	255
87	63	45	255
33	26	20	255
110	92	77	255
71	57	45	255
112	88	81	255
109	88	70	255
124	89	61	255
88	61	39	255
55	40	29	255
65	50	35	255
115	84	65	255
