red	green	blue
114	84	59	255
125	92	70	255
54	42	33	255
107	74	49	255
76	56	42	255
62	49	37	255
75	52	35	255
100	80	62	255
90	70	56	255
49	33	34	255
44	34	28	255
97	66	44	255
73	49	33	255
132	98	65	255
121	91	71	255
73	52	40	255
98	80	67	255
80	62	51	255
111	83	65	255
115	94	72	255
110	78	56	255
104	73	55	255
72	55	43	255
115	80	50	255
116	94	73	255
52	33	25	255
77	61	52	255
100	72	56	255
100	75	63	255
94	75	57	255
64	51	35	255
90	64	50	255
56	44	32	255
106	87	81	255
83	54	40	255
49	33	15	255
115	85	59	255
102	85	68	255
112	96	81	255
86	62	38	255
114	83	57	255
108	75	49	255
62	48	34	255
95	75	58	255
105	85	64	255
123	96	77	255
96	74	64	255
48	32	26	255
108	78	56	255
106	75	54	255
48	35	34	255
35	25	17	255
45	28	24	255
73	56	42	255
91	74	58	255
101	77	61	255
129	97	72	255
102	74	54	255
91	77	66	255
70	52	40	255
110	84	65	255
74	56	43	255
102	77	62	255
63	42	30	255
114	95	72	255
88	70	57	255
42	34	29	255
70	55	48	255
77	57	42	255
123	87	64	255
58	34	26	255
64	48	38	255
105	77	58	255
68	52	46	255
109	83	66	255
106	83	71	255
122	85	62	255
121	81	55	255
111	94	78	255
113	80	51	255
113	90	82	255
108	74	46	255
82	55	45	255
67	51	42	255
105	82	67	255
89	75	62	255
84	58	43	255
50	33	26	255
103	82	72	255
98	83	66	255
92	75	58	255
76	58	42	255
81	62	43	255
114	89	67	255
89	61	40	255
75	54	35	255
55	43	42	255
75	57	42	255
90	75	63	255
118	96	82	255
112	83	58	255
32	18	13	255
110	88	67	255
84	63	52	255
121	96	78	255
134	99	76	255
40	35	28	255
30	25	22	255
110	83	63	255
104	75	55	255
132	96	74	255
111	88	73	255
71	56	43	255
99	77	62	255
68	42	25	255
115	95	88	255
44	25	14	255
82	56	39	255
130	98	77	255
107	87	73	255
97	77	67	255
122	88	64	255
91	64	43	255
113	77	54	255
52	35	25	255
75	65	59	255
80	56	44	255
90	66	50	255
100	77	63	255
94	80	64	255
83	56	40	255
121	87	65	255
52	38	33	255
72	43	25	255
123	98	76	255
50	37	28	255
39	24	13	255
61	37	24	255
117	86	65	255
86	68	58	255
97	68	54	255
73	61	49	255
62	37	25	255
110	87	65	255
56	40	26	255
45	33	32	255
76	62	48	255
83	64	57	255
70	54	40	255
80	50	39	255
70	57	48	255
88	75	64	255
108	88	73	255
116	96	83	255
124	90	64	255
90	62	40	255
58	39	33	255
122	87	62	255
121	83	55	255
106	88	78	255
83	55	37	255
113	99	80	255
119	88	64	255
35	21	11	255
89	67	55	255
99	78	68	255
49	35	25	255
62	45	42	255
58	43	29	255
94	63	45	255
86	64	48	255
119	91	72	255
49	38	33	255
95	77	68	255
105	87	74	255
117	85	63	255
78	56	45	255
70	48	35	255
106	84	63	255
106	77	64	255
57	48	44	255
45	37	33	255
89	63	40	255
127	94	65	255
134	98	68	255
68	48	40	255
116	90	78	255
115	92	85	255
74	57	40	255
114	95	87	255
65	45	33	255
98	72	57	255
46	37	34	255
56	40	37	255
112	89	78	255
81	51	34	255
96	66	48	255
57	37	30	255
49	29	20	255
85	65	48	255
59	40	33	255
95	68	55	255
57	44	29	255
64	50	48	255
33	30	25	255
89	71	56	255
44	30	21	255
82	61	46	255
92	71	52	255
120	92	71	255
110	89	84	255
129	97	68	255
74	62	49	255
39	22	17	255
113	82	61	255
105	83	64	255
82	64	54	255
44	32	22	255
92	67	61	255
74	49	40	255
131	95	70	255
115	88	75	255
114	91	77	255
46	33	24	255
97	70	54	255
84	64	49	255
74	54	43	255
117	91	73	255
92	63	46	255
97	73	61	255
61	45	39	255
37	28	28	255
101	84	68	255
114	94	85	255
111	87	75	255
113	90	78	255
113	73	48	255
80	52	38	255
67	43	26	255
56	42	26	255
94	73	51	255
84	67	57	255
104	84	64	255
109	88	65	255
55	40	24	255
111	90	83	255
106	90	77	255
113	78	51	255
54	39	25	255
96	72	58	255
76	51	39	255
54	40	38	255
51	39	25	255
121	88	62	255
84	56	43	255
50	38	25	255
83	65	49	255
83	58	50	255
75	50	40	255
101	75	55	255
72	52	34	255
66	44	26	255
94	65	45	255
103	73	49	255
105	89	74	255
33	20	10	255
122	97	78	255
117	90	70	255
61	42	42	255
120	86	54	255
34	25	15	255
98	74	56	255
62	46	34	255
86	56	35	255
87	62	38	255
73	46	30	255
129	95	71	255
46	39	34	255
59	42	32	255
56	42	37	255
84	70	59	255
112	91	78	255
87	63	51	255
102	81	72	255
126	98	83	255
48	29	17	255
112	74	48	255
70	58	45	255
58	40	30	255
96	71	55	255
70	42	28	255
64	52	48	255
110	91	83	255
112	94	86	255
107	88	81	255
83	61	39	255
42	24	17	255
82	63	46	255
123	94	82	255
120	94	71	255
89	76	64	255
109	90	84	255
91	72	63	255
102	71	46	255
84	61	40	255
88	67	48	255
72	52	45	255
116	88	67	255
66	44	37	255
43	33	33	255
78	65	54	255
98	70	46	255
66	48	32	255
99	75	56	255
89	65	50	255
127	96	75	255
30	26	24	255
119	81	55	255
68	57	49	255
129	91	61	255
114	96	84	255
75	61	52	255
98	73	54	255
126	94	73	255
92	65	46	255
130	96	71	255
97	75	61	255
107	86	74	255
98	74	67	255
119	83	56	255
111	92	82	255
67	48	33	255
113	95	85	255
128	96	76	255
115	86	59	255
112	90	76	255
85	67	58	255
82	62	43	255
110	90	81	255
107	90	70	255
68	46	35	255
124	95	76	255
109	86	74	255
98	62	40	255
77	54	39	255
110	81	63	255
113	83	58	255
76	56	46	255
124	98	84	255
118	98	78	255
113	84	71	255
46	29	18	255
74	50	37	255
38	22	15	255
122	95	82	255
119	95	71	255
91	71	61	255
78	61	44	255
121	91	75	255
101	80	62	255
121	94	82	255
115	94	76	255
133	92	71	255
86	71	55	255
114	92	74	255
108	84	66	255
131	96	68	255
44	39	35	255
115	80	54	255
115	97	84	255
92	64	43	255
97	71	51	255
117	92	70	255
99	74	54	255
130	95	68	255
116	94	77	255
128	92	66	255
80	58	40	255
111	96	84	255
57	42	29	255
67	52	35	255
110	74	45	255
107	85	78	255
124	91	66	255
88	63	44	255
65	52	40	255
29	24	18	255
103	83	65	255
59	44	32	255
87	65	51	255
101	72	56	255
115	86	70	255
28	26	25	255
77	50	29	255
112	96	85	255
58	42	30	255
40	24	14	255
78	55	39	255
96	73	55	255
124	94	74	255
70	44	28	255
95	75	62	255
106	76	58	255
123	96	81	255
87	68	59	255
107	73	51	255
117	83	57	255
83	66	46	255
101	76	52	255
121	97	71	255
121	90	72	255
101	77	65	255
132	97	67	255
72	54	44	255
104	77	61	255
103	75	59	255
102	77	66	255
63	42	34	255
63	49	33	255
121	86	57	255
80	57	37	255
105	77	62	255
95	67	56	255
127	98	75	255
89	70	57	255
114	98	84	255
86	57	44	255
98	75	54	255
111	95	82	255
126	96	73	255
129	96	68	255
34	22	21	255
111	78	52	255
59	43	29	255
100	74	65	255
84	71	56	255
83	58	46	255
120	91	72	255
56	43	34	255
108	74	50	255
51	38	37	255
125	95	74	255
70	51	37	255
112	95	83	255
73	46	32	255
109	96	85	255
68	51	42	255
106	82	67	255
39	25	14	255
77	56	39	255
82	65	56	255
90	59	37	255
76	58	46	255
89	61	44	255
45	34	25	255
99	72	57	255
73	55	44	255
123	88	56	255
126	90	67	255
74	52	37	255
38	24	15	255
120	99	89	255
104	76	59	255
102	73	56	255
121	96	82	255
131	98	67	255
105	73	52	255
74	55	45	255
102	76	64	255
127	97	72	255
114	97	81	255
108	89	73	255
99	77	66	255
92	66	43	255
97	84	70	255
71	59	55	255
43	30	15	255
117	98	90	255
128	97	73	255
111	98	84	255
83	57	44	255
81	61	40	255
100	77	67	255
82	59	51	255
59	43	40	255
110	96	82	255
84	54	37	255
109	75	45	255
40	26	13	255
81	57	49	255
96	75	54	255
65	54	40	255
42	22	17	255
101	74	56	255
52	38	37	255
111	84	62	255
106	78	57	255
87	70	58	255
112	98	85	255
78	58	51	255
109	95	83	255
115	91	77	255
76	57	43	255
124	96	74	255
54	46	42	255
107	78	58	255
135	99	77	255
109	81	61	255
51	46	42	255
115	95	73	255
35	30	28	255
72	56	44	255
118	86	66	255
40	34	30	255
104	82	68	255
101	65	43	255
50	45	43	255
101	82	73	255
88	59	38	255
55	38	28	255
88	76	68	255
49	30	20	255
78	49	32	255
85	62	50	255
110	90	77	255
71	55	45	255
117	94	80	255
124	87	61	255
86	59	43	255
124	90	68	255
54	34	22	255
89	72	57	255
122	87	66	255
104	87	71	255
80	62	45	255
51	37	29	255
98	80	61	255
46	30	21	255
100	76	65	255
109	74	43	255
52	42	39	255
112	97	82	255
108	76	50	255
51	40	37	255
94	63	49	255
76	61	45	255
96	75	65	255
103	68	46	255
72	50	39	255
78	63	48	255
73	57	43	255
37	29	21	255
106	84	67	255
118	82	56	255
89	63	44	255
104	78	58	255
94	68	52	255
35	29	26	255
98	71	48	255
101	81	70	255
126	92	67	255
113	91	78	255
87	57	35	255
115	78	54	255
55	42	30	255
102	95	93	255
104	81	66	255
119	82	57	255
102	86	75	255
48	32	20	255
39	35	30	255
34	28	22	255
85	65	52	255
45	28	18	255
122	94	75	255
83	59	43	255
88	65	48	255
98	77	64	255
77	52	33	255
113	98	82	255
35	20	13	255
81	59	48	255
83	62	51	255
70	52	34	255
75	51	40	255
85	70	55	255
59	45	40	255
112	77	56	255
119	90	74	255
106	80	57	255
88	70	51	255
64	46	37	255
92	76	59	255
67	46	33	255
62	40	28	255
77	58	49	255
106	83	65	255
109	84	73	255
120	83	56	255
75	58	44	255
92	63	50	255
64	51	40	255
102	82	65	255
74	61	46	255
61	45	43	255
101	84	72	255
98	71	59	255
85	61	42	255
123	92	67	255
105	82	61	255
59	39	34	255
110	92	76	255
71	57	44	255
104	84	68	255
112	88	80	255
116	82	57	255
88	61	38	255
78	51	32	255
85	64	50	255
103	82	66	255
115	84	64	255
130	99	78	255
82	57	40	255
32	32	29	255
86	61	43	255
99	81	71	255
124	92	68	255
114	82	62	255
54	39	29	255
81	63	50	255
117	99	88	255
46	32	21	255
84	63	46	255
112	84	65	255
95	63	42	255
64	45	35	255
74	48	42	255
94	65	49	255
71	49	38	255
96	77	65	255
109	80	63	255
65	42	28	255
78	62	56	255
111	89	80	255
118	84	55	255
33	20	14	255
117	90	74	255
96	63	43	255
108	85	78	255
90	66	44	255
92	62	48	255
62	46	38	255
104	83	65	255
90	67	57	255
101	83	70	255
111	76	46	255
87	62	42	255
115	83	61	255
126	98	87	255
107	92	76	255
48	34	20	255
86	65	45	255
114	86	64	255
58	40	34	255
73	49	42	255
65	50	45	255
52	40	28	255
55	40	39	255
100	82	66	255
51	38	26	255
97	68	48	255
122	96	75	255
83	61	43	255
111	82	62	255
37	25	15	255
70	45	40	255
90	74	61	255
80	64	55	255
118	95	80	255
100	85	74	255
94	61	39	255
104	72	52	255
94	64	46	255
119	92	73	255
83	64	51	255
70	54	34	255
49	39	34	255
132	95	72	255
81	64	56	255
72	52	49	255
106	85	64	255
108	81	68	255
76	49	33	255
32	22	14	255
106	86	77	255
62	42	28	255
52	32	22	255
77	63	56	255
120	85	56	255
98	73	58	255
80	55	42	255
90	66	55	255
87	59	45	255
87	66	44	255
115	87	63	255
127	99	87	255
101	86	72	255
109	89	81	255
129	94	73	255
116	84	56	255
57	45	30	255
98	76	66	255
85	66	49	255
126	97	85	255
110	94	76	255
123	97	74	255
112	90	80	255
68	45	26	255
63	55	48	255
70	48	29	255
78	56	39	255
85	67	62	255
91	66	56	255
99	83	71	255
110	81	67	255
43	34	25	255
113	83	62	255
81	65	50	255
94	68	48	255
119	96	75	255
40	28	28	255
120	93	73	255
39	26	26	255
77	57	51	255
112	86	65	255
102	78	59	255
112	89	72	255
78	61	48	255
42	33	26	255
88	72	61	255
57	37	24	255
95	68	49	255
110	86	70	255
109	82	63	255
63	46	35	255
78	64	56	255
88	74	62	255
116	95	81	255
106	85	75	255
131	96	72	255
116	78	51	255
61	43	33	255
99	74	58	255
109	85	71	255
118	89	63	255
91	67	50	255
117	95	82	255
57	42	33	255
105	84	71	255
116	83	54	255
112	77	52	255
88	63	48	255
29	24	22	255
95	76	66	255
103	84	76	255
110	77	57	255
92	77	62	255
77	50	33	255
127	91	62	255
40	24	18	255
122	98	74	255
86	70	52	255
78	55	43	255
114	91	71	255
88	66	56	255
75	56	39	255
106	76	62	255
100	84	66	255
113	87	64	255
68	45	37	255
80	66	54	255
44	38	32	255
97	70	48	255
117	91	67	255
83	66	50	255
121	97	75	255
118	97	80	255
84	65	56	255
128	91	63	255
94	66	46	255
104	93	82	255
132	97	71	255
67	44	33	255
65	44	38	255
65	51	37	255
54	37	24	255
82	58	43	255
117	96	76	255
108	86	75	255
76	51	33	255
122	90	68	255
121	86	61	255
80	74	71	255
90	68	54	255
97	78	65	255
107	72	48	255
112	76	49	255
111	95	86	255
75	50	34	255
90	71	62	255
104	68	46	255
73	50	39	255
85	68	49	255
126	99	85	255
125	95	78	255
112	95	87	255
70	46	37	255
76	59	50	255
123	95	83	255
102	93	93	255
62	39	29	255
100	70	54	255
94	70	48	255
70	56	44	255
111	87	80	255
125	91	63	255
64	49	34	255
102	80	59	255
66	45	38	255
104	76	63	255
114	78	48	255
95	70	49	255
108	90	77	255
123	91	68	255
90	64	44	255
100	74	50	255
102	83	67	255
112	87	81	255
109	87	70	255
106	87	75	255
63	48	35	255
121	85	59	255
51	38	22	255
48	30	25	255
63	49	48	255
73	51	33	255
61	48	40	255
109	90	78	255
28	29	28	255
104	72	48	255
81	61	44	255
91	72	57	255
120	90	74	255
105	86	71	255
110	96	86	255
87	71	62	255
112	82	59	255
74	51	34	255
42	29	20	255
88	68	55	255
70	50	39	255
116	89	74	255
100	66	44	255
115	91	81	255
99	68	51	255
63	40	29	255
124	96	78	255
137	99	76	255
68	50	44	255
38	28	20	255
75	61	46	255
113	92	71	255
130	96	65	255
71	50	40	255
109	81	65	255
98	74	61	255
64	48	32	255
29	18	15	255
67	49	40	255
74	59	51	255
64	49	45	255
105	80	65	255
58	33	21	255
106	77	54	255
85	62	54	255
33	24	24	255
107	91	77	255
89	73	61	255
109	87	81	255
62	49	35	255
90	70	54	255
92	73	57	255
118	91	73	255
59	46	33	255
97	83	72	255
43	29	17	255
112	78	49	255
80	62	49	255
46	30	25	255
90	73	62	255
110	78	54	255
115	94	70	255
88	72	57	255
39	28	17	255
101	73	58	255
77	59	42	255
105	72	59	255
104	90	83	255
68	54	46	255
86	72	62	255
96	82	68	255
107	82	64	255
97	72	58	255
76	64	57	255
80	51	35	255
67	45	30	255
100	72	54	255
113	92	82	255
105	76	55	255
82	54	38	255
56	44	30	255
107	85	72	255
121	82	56	255
67	48	38	255
38	29	26	255
70	61	52	255
103	76	61	255
108	92	77	255
48	32	24	255
86	63	49	255
96	74	62	255
117	83	51	255
49	37	34	255
106	92	82	255
121	90	66	255
35	25	15	255
73	56	40	255
101	77	59	255
75	52	44	255
102	74	52	255
102	91	82	255
104	77	55	255
86	68	52	255
119	95	76	255
132	98	74	255
70	52	38	255
87	73	62	255
105	91	78	255
115	94	81	255
115	77	51	255
56	38	25	255
65	44	34	255
55	34	28	255
63	42	28	255
122	99	82	255
96	81	66	255
88	70	55	255
116	91	74	255
108	83	64	255
70	55	46	255
124	85	55	255
100	68	44	255
52	37	25	255
77	65	52	255
116	94	82	255
113	94	71	255
80	50	33	255
136	99	74	255
115	96	89	255
65	49	37	255
38	33	28	255
108	74	44	255
81	55	38	255
94	75	66	255
96	70	52	255
67	51	40	255
49	33	24	255
95	72	59	255
70	46	33	255
85	64	54	255
67	54	48	255
62	48	43	255
98	83	64	255
82	65	50	255
105	85	73	255
120	96	75	255
103	82	70	255
82	67	51	255
118	96	80	255
45	35	32	255
73	56	51	255
112	83	56	255
98	67	48	255
102	73	50	255
46	32	25	255
110	88	65	255
56	35	28	255
30	25	20	255
65	43	32	255
64	45	39	255
46	35	33	255
92	78	65	255
68	56	46	255
114	95	81	255
77	64	50	255
82	56	37	255
97	74	58	255
107	84	64	255
120	87	62	255
130	98	75	255
38	32	25	255
97	77	65	255
81	54	35	255
111	98	78	255
113	77	52	255
113	94	82	255
49	32	21	255
82	59	45	255
118	87	67	255
64	50	42	255
67	50	38	255
50	37	26	255
78	58	45	255
103	86	72	255
116	81	59	255
48	34	24	255
76	55	43	255
114	86	68	255
98	66	45	255
54	44	42	255
61	40	30	255
76	58	51	255
81	62	52	255
111	89	65	255
75	54	44	255
114	89	76	255
89	61	49	255
59	34	21	255
84	62	48	255
112	83	67	255
99	73	50	255
76	62	46	255
83	64	55	255
110	88	76	255
130	94	65	255
115	99	88	255
71	55	39	255
108	88	71	255
71	56	52	255
118	83	57	255
82	55	35	255
96	67	49	255
52	39	25	255
54	35	29	255
110	76	49	255
101	70	46	255
78	54	35	255
125	98	80	255
109	75	50	255
48	33	21	255
81	77	75	255
55	43	32	255
119	91	70	255
72	48	38	255
86	64	46	255
103	85	70	255
108	77	57	255
72	50	33	255
102	87	77	255
115	90	75	255
63	52	45	255
123	98	85	255
107	75	55	255
99	67	45	255
97	64	42	255
42	28	21	255
108	80	65	255
100	81	68	255
88	56	35	255
98	72	55	255
87	58	42	255
125	89	67	255
56	40	35	255
81	51	32	255
112	89	76	255
58	35	21	255
42	33	30	255
96	66	46	255
86	56	40	255
107	66	42	255
119	84	52	255
30	30	28	255
129	95	65	255
108	88	82	255
113	96	81	255
110	89	82	255
99	82	68	255
109	85	75	255
49	34	21	255
118	89	67	255
105	83	62	255
91	67	54	255
117	81	51	255
67	55	45	255
58	43	38	255
116	91	70	255
92	77	66	255
127	91	66	255
86	70	56	255
68	52	40	255
114	91	75	255
75	56	43	255
106	67	42	255
126	89	64	255
136	99	70	255
115	96	85	255
107	81	65	255
112	85	66	255
94	67	50	255
120	84	63	255
117	91	71	255
113	90	76	255
95	64	43	255
105	75	56	255
84	67	55	255
112	88	74	255
68	57	43	255
111	90	81	255
115	84	58	255
57	44	38	255
77	49	30	255
113	78	49	255
96	72	56	255
73	48	35	255
68	44	34	255
80	65	51	255
44	30	30	255
92	71	61	255
82	61	55	255
118	96	76	255
107	89	82	255
74	45	28	255
76	54	45	255
66	38	25	255
94	65	43	255
86	66	46	255
114	87	65	255
73	50	43	255
132	96	68	255
109	80	57	255
122	94	81	255
108	82	64	255
131	94	66	255
115	92	75	255
92	76	64	255
117	87	61	255
114	90	73	255
97	74	54	255
33	21	21	255
80	56	38	255
72	58	48	255
64	50	38	255
45	42	39	255
126	95	74	255
131	99	75	255
125	91	67	255
56	42	35	255
125	94	74	255
71	57	49	255
96	68	46	255
109	88	74	255
124	89	65	255
86	58	40	255
78	50	30	255
106	94	77	255
65	50	39	255
108	90	81	255
123	91	72	255
107	71	49	255
76	50	35	255
37	18	10	255
106	90	86	255
123	94	80	255
72	49	35	255
73	54	45	255
91	72	61	255
50	38	34	255
83	65	58	255
101	75	64	255
132	95	66	255
103	70	50	255
72	52	43	255
33	17	11	255
66	44	35	255
58	48	45	255
106	86	71	255
128	94	66	255
61	44	29	255
89	65	48	255
63	40	33	255
127	96	73	255
126	91	64	255
51	30	20	255
126	94	71	255
87	59	39	255
125	90	64	255
98	74	65	255
111	76	51	255
66	52	51	255
58	44	30	255
112	90	74	255
85	67	56	255
110	95	83	255
123	90	70	255
73	45	32	255
48	29	26	255
68	46	33	255
106	77	58	255
109	77	54	255
91	68	51	255
119	89	70	255
32	29	25	255
77	55	50	255
59	46	37	255
82	63	55	255
95	82	65	255
92	73	61	255
118	98	76	255
43	29	21	255
38	22	13	255
89	59	43	255
74	50	35	255
91	71	59	255
78	61	42	255
119	92	78	255
104	74	57	255
105	88	80	255
127	92	63	255
72	55	45	255
114	92	72	255
88	67	57	255
85	58	43	255
104	90	87	255
131	96	66	255
113	88	65	255
98	70	55	255
34	21	14	255
127	95	71	255
61	44	40	255
71	54	46	255
99	75	65	255
111	96	82	255
98	73	63	255
85	63	46	255
95	73	52	255
113	92	86	255
82	57	49	255
56	44	34	255
91	62	46	255
124	91	64	255
106	73	48	255
67	48	42	255
87	65	49	255
125	96	74	255
115	86	68	255
71	59	49	255
76	52	34	255
78	55	37	255
124	94	72	255
106	76	56	255
51	39	38	255
57	46	48	255
92	72	58	255
82	62	52	255
107	73	49	255
46	33	18	255
74	54	37	255
118	97	74	255
37	28	22	255
101	77	63	255
90	77	68	255
118	98	87	255
105	75	52	255
26	15	7	255
72	54	42	255
104	77	59	255
86	68	56	255
63	43	32	255
103	72	50	255
101	80	71	255
65	44	32	255
132	98	78	255
103	75	57	255
56	38	29	255
117	89	71	255
33	22	18	255
94	70	61	255
114	92	83	255
108	84	75	255
121	86	55	255
127	98	73	255
99	74	63	255
104	82	62	255
51	32	20	255
111	95	80	255
126	96	71	255
100	71	56	255
125	92	64	255
56	43	32	255
94	74	57	255
80	58	49	255
124	90	62	255
51	35	28	255
58	46	30	255
125	95	72	255
96	70	56	255
50	34	28	255
103	83	74	255
125	96	85	255
107	77	51	255
135	98	70	255
86	62	51	255
76	52	45	255
123	95	77	255
76	59	44	255
78	55	48	255
108	75	62	255
121	94	72	255
77	56	37	255
90	76	65	255
80	49	29	255
104	73	49	255
132	94	68	255
75	51	32	255
73	55	42	255
91	73	58	255
119	94	77	255
101	76	61	255
38	24	13	255
66	45	32	255
132	97	76	255
102	81	66	255
113	89	77	255
105	73	50	255
102	76	62	255
127	97	70	255
62	44	32	255
100	75	57	255
63	49	42	255
114	95	85	255
83	54	34	255
73	44	28	255
116	98	88	255
39	33	29	255
63	44	38	255
77	64	54	255
80	57	46	255
81	54	39	255
45	26	17	255
83	57	42	255
98	75	63	255
85	65	46	255
113	94	86	255
49	32	25	255
82	59	49	255
100	94	95	255
84	54	35	255
112	92	84	255
116	86	61	255
109	95	81	255
99	68	45	255
92	74	58	255
81	67	54	255
120	95	77	255
68	51	51	255
34	17	8	255
61	40	34	255
76	58	55	255
88	73	58	255
95	67	46	255
105	77	52	255
133	98	71	255
72	56	42	255
110	87	67	255
74	59	45	255
102	80	64	255
99	73	54	255
63	45	32	255
109	84	67	255
40	34	28	255
101	82	71	255
78	49	30	255
116	97	85	255
131	98	76	255
116	80	55	255
33	24	18	255
61	45	37	255
71	55	43	255
99	76	62	255
109	86	68	255
114	94	83	255
117	94	78	255
129	92	67	255
114	97	90	255
90	70	48	255
108	89	82	255
82	55	39	255
94	76	56	255
113	76	54	255
100	76	63	255
78	54	39	255
42	26	17	255
80	63	56	255
67	57	51	255
64	40	26	255
71	44	29	255
96	75	63	255
111	84	71	255
103	85	74	255
106	78	66	255
72	50	37	255
124	96	83	255
76	57	52	255
134	99	70	255
80	51	29	255
118	82	54	255
118	99	84	255
107	78	67	255
117	88	73	255
101	78	61	255
111	88	67	255
121	99	80	255
101	81	68	255
115	78	52	255
115	95	82	255
103	81	59	255
55	42	28	255
132	99	76	255
57	38	32	255
119	99	85	255
48	32	18	255
58	35	25	255
86	56	44	255
114	84	62	255
62	46	32	255
75	49	30	255
55	38	37	255
90	67	51	255
100	77	57	255
122	91	66	255
117	84	58	255
83	56	34	255
80	59	46	255
98	77	62	255
100	80	65	255
118	90	71	255
126	98	81	255
110	75	51	255
104	70	50	255
129	98	77	255
111	80	61	255
98	80	70	255
111	83	68	255
125	97	82	255
119	90	72	255
48	40	35	255
76	61	54	255
67	63	61	255
62	40	26	255
106	83	63	255
94	72	52	255
40	32	32	255
35	33	26	255
90	61	46	255
115	82	54	255
77	61	55	255
64	51	38	255
56	43	28	255
102	82	63	255
104	78	67	255
98	71	57	255
85	61	40	255
49	33	18	255
87	57	44	255
63	50	39	255
116	82	55	255
116	99	85	255
85	64	48	255
123	95	73	255
45	32	18	255
99	78	62	255
130	99	76	255
98	81	64	255
127	99	81	255
85	65	61	255
116	85	63	255
113	95	83	255
81	63	48	255
88	65	57	255
117	99	86	255
77	52	42	255
112	81	56	255
84	63	44	255
113	81	61	255
112	84	63	255
71	42	25	255
94	81	64	255
29	28	26	255
70	52	43	255
95	63	40	255
105	90	76	255
110	81	61	255
64	45	33	255
95	80	70	255
114	94	68	255
77	62	49	255
116	90	72	255
106	80	66	255
78	62	54	255
64	46	46	255
113	91	68	255
77	57	45	255
114	90	77	255
96	80	71	255
133	99	68	255
92	62	46	255
91	65	48	255
63	46	29	255
101	83	68	255
102	82	74	255
43	26	18	255
57	40	32	255
44	30	15	255
85	61	51	255
95	71	57	255
57	43	39	255
105	82	70	255
70	43	30	255
110	92	85	255
76	55	37	255
50	30	22	255
80	61	45	255
82	64	48	255
100	82	64	255
107	88	83	255
113	85	63	255
52	43	34	255
90	74	59	255
118	95	78	255
121	95	74	255
111	85	68	255
110	88	70	255
125	99	82	255
92	63	40	255
61	45	33	255
108	81	66	255
89	66	52	255
117	94	74	255
118	83	51	255
124	88	62	255
76	63	54	255
106	86	75	255
90	63	45	255
128	94	70	255
97	76	63	255
108	91	73	255
80	55	40	255
104	80	67	255
73	45	30	255
111	76	55	255
58	44	34	255
55	44	39	255
102	87	71	255
112	90	78	255
86	65	54	255
70	49	40	255
111	81	58	255
56	37	21	255
122	96	84	255
35	22	21	255
70	51	35	255
121	92	77	255
83	61	52	255
98	65	50	255
112	86	63	255
38	22	17	255
104	74	61	255
76	62	51	255
42	33	24	255
119	92	82	255
70	54	43	255
108	85	68	255
123	86	59	255
65	46	39	255
109	82	61	255
78	64	54	255
106	85	73	255
131	96	70	255
90	62	43	255
98	77	58	255
62	42	37	255
126	98	77	255
127	95	75	255
91	67	48	255
119	88	67	255
85	63	50	255
49	35	28	255
59	45	34	255
112	77	50	255
112	94	80	255
116	83	52	255
117	82	58	255
58	43	32	255
42	24	11	255
88	63	46	255
57	45	39	255
44	35	22	255
95	76	64	255
110	77	55	255
105	87	77	255
92	61	39	255
68	45	35	255
50	35	29	255
88	66	54	255
70	48	38	255
116	87	73	255
109	76	56	255
137	97	75	255
42	32	21	255
84	65	54	255
95	81	67	255
77	63	46	255
74	57	49	255
102	78	68	255
50	40	38	255
106	89	75	255
109	81	59	255
54	37	22	255
46	38	25	255
95	68	58	255
107	86	68	255
89	68	52	255
129	94	63	255
89	71	59	255
37	33	29	255
114	99	86	255
121	86	59	255
90	65	45	255
118	86	64	255
44	29	17	255
120	89	67	255
105	80	59	255
97	78	63	255
126	97	75	255
107	89	76	255
29	20	10	255
111	95	84	255
75	67	62	255
101	68	48	255
85	62	48	255
84	73	71	255
118	89	72	255
110	73	45	255
104	85	74	255
103	88	76	255
88	62	44	255
46	28	24	255
126	99	83	255
74	49	43	255
58	46	34	255
71	49	32	255
68	49	37	255
125	95	76	255
114	88	72	255
40	28	18	255
56	46	44	255
44	35	33	255
82	66	58	255
97	67	49	255
122	95	76	255
99	70	52	255
76	59	48	255
86	70	61	255
83	63	51	255
75	56	48	255
100	67	45	255
113	87	73	255
64	43	33	255
107	80	63	255
101	76	65	255
83	66	59	255
111	87	78	255
108	87	67	255
105	74	54	255
95	64	48	255
67	43	29	255
61	46	30	255
65	48	38	255
94	73	54	255
114	78	46	255
33	26	24	255
108	90	75	255
123	91	66	255
128	95	67	255
92	67	45	255
55	40	33	255
102	76	66	255
63	48	33	255
65	51	46	255
44	26	20	255
90	72	54	255
92	68	58	255
121	85	57	255
76	51	42	255
101	72	50	255
34	26	25	255
110	97	84	255
66	58	51	255
104	89	76	255
58	42	24	255
110	80	54	255
122	92	78	255
104	72	46	255
84	55	39	255
75	50	43	255
49	37	28	255
98	75	67	255
26	26	24	255
112	99	87	255
58	45	32	255
122	94	73	255
124	97	76	255
71	48	30	255
101	91	88	255
70	50	37	255
85	68	58	255
108	81	62	255
58	46	45	255
100	66	42	255
122	97	81	255
81	67	58	255
119	98	83	255
125	90	58	255
72	57	46	255
104	94	89	255
66	49	38	255
108	86	65	255
56	39	32	255
64	48	30	255
